CODE,DESCRIPTION
451,MEGA IN GROUP
452,FAREED LOAN A/C.
454,MEGA TRANS PAKISTAN (PVT) LTD.
456,OCEAN EXPRESS AGENCIES (PVT) LTD.
457,RAVINDER KUMAR
458,SUNDRY CREDITORS (SHIPPING)
668,LC-0019/08 MEEZAN PBOIL INDIA $70650
669,LC-02937 UBL $370856 SILO 4 USA
670,LC-02936 UBL $185428 SILO 2 USA
671,AMIN FABRICS LIMITED
672,CITI BANK AC
673,LC-3200 UBL PP EXTRUSION MACHINE INDIA $560000
674,GHARO RICE UNIT PLANT/BLDG AC
178,W.I.TAX  PAID (DIVIDEND)
179,INCOMETAX REFUNDABLE
181,SALES TAX OUTPUT (LOCAL SALES)
183,LC # 0004/07
184,LC # 0001
185,ADVERTISMENT
187,SULTAN CLAIM ADVANCE
188,STAFF LOAN (AGAINST SALARIES)
190,REBATE  RECEIVABLE
192,OTHER INCOME RECIVABLE
193,LABOUR CHARGES GHARO
195,WATER CHRGS GHARO (KWSB)
196,OTHER STAFF EXPENSES
197,TELEPHONE & COMMUNICATION GHARO
199,GLUE AC GHARO
200,FURNANCE OIL AC
202,SALARIES GHARO AC
203,INSURANCE EXPENSES GHARO
204,VEHICLE EXPENSES GHARO
205,MDF GHARO RECEIPTS & PAYMENT (LOAN AC)
207,DIRECTORS LOAN GENERAL
210,FAISAL GARIB
212,FAROOQ ABDULLAH GARIB
215,FUAD GARIB
217,HAFIZA FAROOQ GARIB
219,HANI SHAHID GARIB
221,MACKYA HAMID
223,SAAD RASHID GARIB
225,SHABNUM FUAD
228,ZAHID GARIB
230,PAK OMAN INVESTMENT CO LTD
231,BAF - LIABILITY UNDER LEASE (VEHICLES)
233,ERF I & II  MEEZAN BANK LIMITED
235,ERF I & II SUMMIT BANK LIMITED
237,FE-25/MM/EFS SCB
238,WHEAT LOCAL PURCHASE SINDH FOODS CONTROL AC
239,WHEAT PURCHASE PAYABLE MISC PARTIES
242,JAVED JILANI (CREDITORS)
243,LAL BROKER
246,ASHFAQ GHAFFAR (IRRI-6)
248,ARIF ZAKARIA- PAYABLE AC- OTHERS
250,JS COMMODITIES
251,MUSTAFA BAWANI (OTHERS)
253,SAYYED INTERNATIONAL
254,SPECIALTY PRINTERS
255,MAYANI POLY PACKEGES
256,PAK PRINTS & PACK TRADERS
257,TRADE POLYMERZ PVT LTD
258,LAHORE POLY PROPYLENE INDUSTRIES PVT
260,POLY PACK PVT LTD
261,SHEHZAD CORPORATION
263,SULTAN VAYANI PACKING
264,SGS PAKISTAN (P) LTD
265,MEGA IMPEX (P) LTD
266,PAKISTAN FUMIGATION CORPORATION
267,FRIENDS CARGO SERVICES
269,MSC PAKISTAN PVT LTD
270,DM TRANSPORT SERVICE (DAAD MOHAMMAD)
272,BUREAU VERITAS PAKISTAN
273,UNITED MARINE
274,COSCO AL-SAEED KARACHI PVT LTD
276,CARGO SAFETY SERVICES PVT. LTD (FRIENDS)
277,S.N.SHAH ENTERPRIZES
279,PTCL- PAKISTAN TELECOMM CO LTD
281,SSGC
282,KWSB
285,R.Q.PRINTER
286,SHABBIR LABOUR
288,ADAMJEE INSURANCE CO LTD
290,D.M.SONS GOODS TRANSPORT CO (DINO)
291,DILBAR TRANSPORTER
292,AMEEJEE VALLEEJEE & SONS PVT LTD
294,ABCO INTERNATIONAL COPRPORATION (MDF) SANDING BELTS
295,QAISER BROTHERS
296,SR ENTERPRIZES
298,W.I.TAX PAYABLE EXPORTS
299,W.I.TAX  (SUPPLIERS) PAYABLE
301,MARKUP PAYABLE UBL
303,MARKUP PAYABLE PAK OMAN
305,MARKUP PAYABLE SUMMIT BANK
307,SALARIES PAYABLE
308,TRANSPORTATION PAYABLE
310,SAIF-UR-REHMAN LABOR CONT PQ (RF)
312,BASMATI RICE EXPORT SALE
313,EXPORT RICE BRAN/FLOUR
412,ADVERTISING EXPENSES
414,EXHIBITION CHARGES / FEE
416,DISCOUNTS BULK
418,UTILITIES DIRECTORS EXPENSES
420,VEHICLE RUNNING - DIRECTORS
421,CLUBS BILLS & ENTERTAINMENT-DIRECTORS
423,RENT RATES & TAXES (DIRECTORS/HOME)
425,EDUCATION CESS
315,MISC ITEMS EXPORT
317,MUGHAL LOCAL RICE SALE (LRS)
319,BY SALE WHEAT
321,BARDANA SALE
377,INSURANCE EXPENSES
379,DEPRECIATION EXPENSES
380,MISC FACTORY EXPENSES
381,STAFF SALARIES
382,GRATUITY
383,BONUS & LEAVE ENCASHMENTS
384,EOBI STAFF
385,SESSI STAFF
386,MEDICAL & WELFARE A/C- STAFF
387,POWER CHARGES (HEAD OFFICE)
388,TELEPHONE/MOBILE & COMUNICATOIN  EXPENSES (H.O)
389,GAS CHARGES (HO)
390,REPAIRS & MAINTINENCE (H.O)
391,ENTERTAINMENT (H.O)
392,VEHICLE RUNING - CONVEYANCE & TRAVEL - STAFF
393,POSTAGE/COURRIER CHARGES
394,PRINTING & STATIONERY
395,RENTS RATES & TAXES (OFFICE GENERAL)
396,PAPERS & PERIODICALS
397,FEE & SUBSCRIPTION
398,LEGAL & PROFESSIONAL
399,CONSULTANCEY CHARGES
400,LEASE RENTALS VEHICLES (OPERATING) CHARGES
401,DEPREICATION EXPENSES
403,MARKUP CHARGES ERF
404,MARKUP CHARGES OD
459,LES ALIMENTS DAINTY FOODS A DIVISION OF MRRM (CANADA) INC
461,GARIBSONS COMMODITIES LIMITED
463,AGRO ALLIANCE
465,CEREAL PRODUCTS TRADE
467,OOO RAKAN REPUBLIC
166,SITE UBL  GS A/C # 010-4965
167,UBL CORPORATE  A/C # 670-3335-9
169,FC UBL-MAIN A/C # 065-0012-0
170,W.I.TAX PAID (IMPORTS)
172,W.I.TAX PAID (BANK CASH WITHDRAWAL)
174,W.I.TAX  PAID (POWER BILLS)
175,W.I.TAX  PAID (TELEPHONE)
344,PACKING MATERIAL USED
346,INDIRECT MATERIALS(DIRECT COST)
348,FUMIGATIONS
350,EXPORT FREIGHT
352,STEVEDORING CHARGES
1,PLOT PURCHASE AC
3,PLOT AT SANDSPIT - KHI
354,INCOME TAX EXPENSES ON (EXPORT/SALES)
4,PLOT & BUILDING W2/22 PQ
6,PLOT & BUILDING GHARO-1
8,GHARO RICE GODOWN BUILDING CONSTRUCTION AC
9,LAYYAH PLOT/HUSKING PLANT # 800/7016 C/O TAUQEER
10,DHABEJI PLOT - AC
12,HEAD-OFFICE PLOT & BUILDING DHA (C-69/71)
14,PLOT NORTH KARACHI
16,PLOT PQ SILO PROJECT
18,FLATES ISLAMABAD (AL-GURAIR GIGA)
19,PLOT A-58 PQA
21,PLOT TIMBER MARCHANT GROUP
23,RICE PLANT PQ
25,PLANT GHARO MDF
27,RICE FLOUR PLANT & MACHINRY D67/69
28,MACHINERY NUBOARD
30,MACHINERY MOSQITO COIL
32,WHEAT FLOUR PLANT & MACHINERY - PQ
34,RICE HUSKING UNIT JHANG
35,RICE HUSKING UNIT GHARO
36,WEIGH BRIDGE AT B69
37,WEIGH BRIDGE AT PQ
39,WEIGH BRIDGE AT GHARO
41,GENERATOR B69
43,GENERATOR E23
45,GENERATOR SHEIKHUPURA
48,EQUIPMENTS AT DHA H.O
50,EQUIPMENTS AT PQ
51,EQUIPMENTS AT B69
53,FURNITURE & FIXTURE AT GHARO
55,FURNITURE & FIXTURE AT B69
57,FURNITURE & FIXTURE AT JHANG
58,FURNITURE & FIXTURE AT PQ
60,AIR CONDITIONERS & FANS PQA
61,AIR CONDITIONERS & FANS B69
63,AIR CONDITIONERS & FANS JHANG
65,MILLS VEHICLES
67,CAPITAL W.I.P. GHARO
69,CAPITAL W.I.P. W2/22
71,SECURITY DEPOSIT GHARO
73,LAND GHARO
74,SALIM CONTRACTOR (WIP)
76,GHARO ERECTION & PREPRODUCTION EXP
78,RICE HUSKING UNIT GHARO
79,VEHICLES-GHARO
81,TELEPHONE SECURITY DEPOSIT
83,BANK GURANTEES
85,EARNEST MONEY (TENDERS)
87,UNREALIZED AP EXPORT (OLD AC)
88,EXPORT RECEIVABLES RICE
89,AMBER AGROCHEMICLES
91,AHSAN PESTICIDE - GOLARCHI
92,SALEEM MUSTAFA BROKER
94,AMIN BABA
97,HABIB ADM
100,MAKRO-HABIB PAKISTAN LTD
101,E-23 LOAN A/C.
356,INSURANCE (MARINE) EXPENSES
358,COMMISSION & BROKERAGE
359,PRODUCTION LOSSES
361,GARATUITY
363,EOBI PORT QASIM (FACTORY)
365,MEDICAL & WELFARE A/C- LABOUR
366,WATER CHARGES (FOH)
368,POWER CHARGES (FOH)
370,GAS CHARGES (FOH)
372,R.M.GENERAL
373,VEHICLE RUNNING & CONVEYANEC EXPENSES
375,RENT RATES & TAXES (FOH)
102,LOAN TO AMJAD HUSSAIN (COSNTRUCTOR)
103,TRAP FOOD DIVISION
104,UMER LOAN
105,PASSCO
106,KARACHI GYMKHANA
107,ZOHAIB LOAN
109,LLDP
110,HDP
111,MDF
112,SUPER (PADDY) SHPRA
113,PADDY PURCHASE/STOCKS SKP-1
114,KS-82/386 PADDY LAYYAH
115,PADDY PURCHASE/STOCKS GHAROO (IRRI & OTHER)
116,IRRI-9 PADDY
117,386 (PADDY) SHPRA
118,SUPER KERNAL
119,BASMATI-385
120,BASMATI-386
121,IRRI-6
122,IRRI-9
123,D-98
124,SUPER SELA
125,385 SELA
126,IRRI-6 SELA
127,386 SELA
128,IRRI-9 SELA
129,RICE UNPACKED LOCAL MUGHAL BRAND (LRS)
164,MY BANK AC 0309-2
130,WHEAT STOCK RAW FOR FLOUR MILL - PQ
131,WOOD FREIGHT IN
132,MDF GST PURCHASE ITEMS
133,DOORSKIN RECEIVABLES
134,CHIPBOARD
135,MDF PURCHASED
136,HDP
137,ABBRASSIVE
138,GLUE
139,BAGASSE
141,JUTE BAGS
142,PACKING MATERIALS
146,PP BAGS 25KG
148,OFFICE SUPPLIES
150,OTHER SUPPLIES & TOOLS
151,CASH- GS (HEAD OFFICE)
153,EXPORT DEPT ADVANCE
154,ALTAF PURCHASER
157,BASIT (B69)
406,LEASE-IJARAH VEHICLES BANK CHARGES
408,BANK COMMISSION EXPORT PROCEED
410,LG CHARGES
427,DIRECTOR'S CAPITAL
428,SHARES APPLICATION MONEY
430,P & L A/C
2706,"PRIVATE COMPANY ""GVENDA"""
2708,LC/01/030/225 PMC PETROGULF $28338
2709,PALLIGODA TRADING COMPANY
2711,DISTRIBUTOR AL MUSTUFA BROTHERS
2712,DISTRIBUTOR RAJ KUMAR SUI
2713,EVERGREEN CEREAL INC
2715,SANDIGAN NG MAGSASAKA MULTI-PURPOSE COOPERATIVE
2717,DISTRIBUTOR FRAZ TRADER THATTA
2718,THREE KCB PALAY AND RICE DEALER
2719,STO. NINO MULTI-PURPOSE COOPERATIVE
2720,SHENZHEN HONG TAI XIANG IMP & EXP
2721,SAPANG PRODUCERS COOPERATIVE INC
2722,SODA TRADE CORPORATION
2723,STA CRUZ AGRARIAN REFORM COOPERATIVE
2724,MAXWILL PTE LTD
2725,SUBHASH SAMI BROKER  RP
2726,LC/01/030/227 PETROGULF $113850 PMC
2727,LC/01/030/229 PETROGULF $113850 PMC
2728,LC/01/030/228 PETROGULF $113850 PMC
2729,WILSON TRADING COMPANY
2730,R. G. BROTHERS
2731,VITAFOR SRL
2732,SVJ TRADERS
2733,GREAT ALLIANCE PVT LTD
2734,PREMIER POLMAREX INC
2735,JM VEERAPEN LTD
2736,DISTRIBUTOR THE MARKETING NETWORK
2737,PHOENIX GLOBAL DMCC
2738,CIS - FSL/SAMI
2739,REPLACEMENT ALTAF(MDF)
2740,EVERGREEN LDA
2741,COUNTRY GOLD LP
2742,MUGHAL RICE INVENTORY (FP) PACKED
2743,R & M TRADING (LUBS)
2744,LUCKY ONE PVT LTD
2745,METATEX (PVT) LTD (WHEAT FLOUR BAGS)
2746,RKS AC
2747,MIDSTAR FZE
2748,AA GULF DMCC
2749,I AC (DIRECTORS INVESTMENTS EXP)
2750,AYZ OPTIK TEKSTIL KIMYA SANAYI VE TICARET LTD
2751,GSL CANADA INC
2752,FOL LOGISTICS (U) LTD
2753,LC-17INSU0115-00015 MBL $216810 PMC
2755,LC-LCU/01/030/234 PMC $29452 HMB
2756,SALEEM KHAN INVESTMENT AC (AGRI BIZ) AC
2758,SONA INTERNATIONAL (CRECENT DISTRIBUTOR)
2759,DISTRIBUTOR FM TRADERS
2760,WOOD IMPORT ACCOUNT
2762,DOOR RECEIVABLE AC (HANIF)
2763,DISTRIBUTOR AL REHMAN
2764,TPL INSURANCE LTD (LIFE/GEN)
2766,BASHIR ULLAH
2767,TAZAMART
2769,ABD CENTER LTD
2770,TRADE OFFERS
2772,FOC
2774,SHELF RENTAL - LMT
2776,DISCOUNT WS GT 2%
2779,SHOP KEEPER SALARY
2781,DISTRIBUTOR UMER KASHANI PUNJGHOR
2782,SHABBIR BROKER
2784,LC/01/030/238 PMC HMBL PETROG $53707
2786,LC/01/030/240 PMC HMBL PETROGULF $54450
2787,H.H.SHEIKH HAMDAN
2790,PINDIDAS LAND 14 ACRE (SHEIKHUPURA NEW PADDY UNIT-2017)
2789,DDP TRADE CO. LTD
2791,WHEAT FLOUR STOCKS PACKED (MUGHAL)
2792,DISTRIBUTOR ANNS PREMIER FOODS
2793,ADAMA (MISC RICE EXPENSE)
2795,DOBRADA LLC
2797,CITY PULSE GENERAL TRADING LLC
2798,MILESTONE SUPER MARKET
2800,CORAL SKY GENERAL TRADING LLC
2802,LC/01/030/242 PMC PETROGULF $54450
2803,LC/01/030/243 PMC PETROGUL $56182.5
2805,COUNTRY GOLD LP
2806,ALLAMA FAZLULLAH FOUNDATION
2808,ARIF PACKAGES
2809,LIBERTY ENTERPRISES
2810,DISTRIBUTOR USMAN TRADERS MULTAN
2811,ETS AHMED ABDI
2813,W.P.H. AGRAHURT EXPORT-IMPORT
2815,LC/01/030/245 PETROGULF $57915 PMC
2816,LC/01/030/248 PETROGULF $121770
2669,SHANGHAI LIANGYOU GROUP CO LTD
2670,COFCO RICE (XIANTAO) LIMITED
2671,DISTRIBUTOR S.A.W TRADERS
2673,BIN QASIM PACKAGES PVT. LTD
2674,COFCO RICE (YUEYANG) LIMITED
2675,REAP LAND (SINDH)
2677,XIAMEN SEASHINE CEREALS DEVELOPMENT CO LTD
2678,MUGHAL FAIR PRICE SHOP
2680,LC-INSU0115-00088 CALCIUM CORBONATE
2682,EQEREM-934 SHPK
2683,QAVY AZIZ FAIZI CO LIMITED
2684,DISTRIBUTOR MUHAMMAD AKBAR & SONS - TURBAT
2686,LC # 16INSU0115-00088 MBL $22950 CALCIUM
2687,LCU/01/030/217 PMC BORUOGE $51480 HMB
2688,LCU/01/030/218 PMC PETROGULF $33536 HMB
2690,LCU/01/030/221 PMC PETROGULF $500000 HMB
2691,LC/01/030/222 PETROGULF PMC $ 49500 HMB
2693,EAGLE MARITIME (CANADA) INC
2694,TRADIGRAIN FOODSTUFF TRADING DMCC
2696,MAUNLAD RICEMILL CORP
2698,SAMAHAN MAGSASAKA SA CALAWITAN MULTI-PURPOSE COOPERATIVE
159,SKP-1 CASH PETTY
160,BAH SHEIKHUPURA A/C
161,T.CALL BAH
163,MEEZAN DHA AC # 0115-0100187061
2589,BUYING AND SELLING GRAIN AND OIL COMPANY
2590,NANTONG YUFENG GRAIN & OIL DEVELOPMENT CO LTD
2591,JAGIRAN LOAN AC
2592,GUILIN LI YUAN GRAIN AND OIL FOOD GROUP CO LTD
2595,ORIENTAL MERCHANT PTY LTD
2593,SHENZHEN FORTUNE FOOD CO LTD
2594,SEVAN DIS TIC LTD STI
2596,LC-16INSU0115-00039 MBL MDF $28425
2597,LC-16INSU0115-00038 MBL MDF $13374
2598,LC-16INSU0115-00042 RICE PLANT $ 283600 CHINA
2599,LCU/01/030/211 PMC $132412
2600,LC-1254SLCPUS091316 PETROGLF PMC $53955
2601,TRADE UNITARY BELKOOPVNESHTORG
2602,N.O.ACCOUNT (2016)
2603,FUJIAN TOURIST TRADING COMPANY
2604,GAMFOOD TRADING CO LTD
2605,ZENJ GENERAL MERCHANDISE CO LTD
2606,GMTC COMMODITIES
2607,BAHRIA SPORT CITY
2608,SESSI GHARO
2609,EOBI GHARO
2610,DISTRIBUTOR UNI TRADERS
2611,16INSU0115-00050 DECORATIVE PAPER
2612,CHASE UP SHOPPING CITY BAHADRABAD
2613,CHASE UP SHOPPING CITY CLIFTON
2614,CHASE UP SHOPPING CITY NAZIMABAD
2615,GRADER & FABRICATION PQ- NEW MILL
2616,MUHAMMAD YOUSUF TRADERS (BILAL)
2617,JAY BRAND FOOD PRODUCTS
2618,LC # 16INSU0115-00047 SEGAMAT $43208 MDF
2619,LC # 16INSU0115-00050 ZHEJIANG $115380 DECO PAPERS
2620,LC # 16INSU0115-00049 RAYONG $31880 MDF
2621,LC # 1254SLCPUS116016 PETROGULF $47520 PMC
2622,LC # 1254ULCPUS117316 PETROGULF $90700 PMC
2623,LC # 16INSU0115-00053 HEFEI $146000 SORTEX MACHINE RICE
2624,LC # 16INSU0115-00059 EURP PLASTIC $ 23760 CALCIUM
2625,LC # 16INSU0115-00060 QIFENG $30435 RAW PAPER
2626,FERRA & CO
2627,KRUPYANIY DVIR LLC
2629,YAYLA AGRO GIDA SANAYI VE NAKLIYAT A.S.
2630,UTILITY SOTRE COPR. GAWADER
2631,UTILITY STORE CORP. BADIN
2632,UTILITY STORE COPR. NAWAB SHAH
2633,UTILITY STORE CORP. HYDERABAD
2635,"UTILITY STORE CORP, KARACHI SOUTH"
2636,UTILITY STORE CORP. MIRPUR KHAS
2637,BAHRIA GOLF CITY
2638,"SHENZHEN GRANLUX ASSOCIATED GRAINS CO., LTD"
2639,DISTRIBUTOR F.A TRADERS
2641,DISTRIBUTOR H.A WARSA 2
2642,DISTRIBUTOR RAJAS ENTERPRISE
2643,DISTRIBOTUR SARIM BTOTHERS
2644,DISTRIBUTOR A.M.Z TRADERS
2645,TRADING CORPORATION OF PAKISTAN
2648,FH EXPENSES AC
2649,DISTRIBUTOR ZAWAR TRADERS
2650,TRABAJOS Y SERVICIOS AGRICOLAS SL
2652,AMJAD - HN-CONSTRUCTION AC
2653,SUMEET KHETPUL (IRRI-6)
2654,GUANGZHOU HAITING TRADING COMPANY LIMITED
2655,MAGNUS TRADE INC
2656,HUNAN JINJIAN IMPORT & EXPORT CO LTD
2657,ELAHI BUKHSH (CONSTRUCTION AC)
2658,HUMEN FOOD COMPANY LIMITED OF DONG GUAN CITY
2660,WHITE RIVER INTERNATIONAL
2661,CHINA DEVELOPMENT & INVESTMENT CORPORATION
2663,HUBEI PROVINCE GRAIN AND OILS GROUP CO LTD
2664,SHENZHEN ZHENFA IMPORT & EXPORT LTD
2666,CRYSTAL POLYPROPYLENE INDUSTRIES (PVT.) LTD.
2667,TEMPOWAY INTERNATIONAL COMPANY LIMITED
2546,LC # 16IAU0115-00010 QIFENG CHINA (DECORATIVE PAPER) $44880
2547,DONGGUAN XIANGYU GRAIN AND OIL INDUSTRY CO LTD
2551,COFCO RICE (CHAOHU) LIMITED
2549,VAN SILLEVOLDT RIJST B.V
2553,ASIA GOLD RICE MILLS
2554,HEFEI XINLONG FOOD & OIL CO LTD
2556,LINGHANG FOOD (SHANDONG) CO LTD
2557,LC- 16INSU0115-00019 MBL CALCIUM $23220
2559,LC/01/030/209 HMBL PETROGULF $131422.5 PMC
2560,LAUKINIAI VAKARAI
2562,YAN WO HONG LIMITED
2564,AAA EXPORTS PTE LTD
2565,SHENZHEN DONGMAO INDUSTRY AND DEVELOPMENT CO LTD
2567,ANHUI TIANLI CEREALS AND OILS GROUP CO LTD
2569,WELLINGTON MARKETING FZE
2570,FUZHOU TONE-NICE INTERNATIONAL TRADING CO LTD
2572,GRANLUX ASSOCIATED GRAINS (H.K) CO LTD
2573,LAIZHOU GRAINS PROCUREMENT AND STORAGE MANAGEMENT CENTRE
2575,TAIBAT AL HAMBAR TRADING SERVICE
2576,LC16IAU0115-00024 MBL PMC BORG $45045
2577,LC16INSU0115-00026 MBL PAPER $29316
2579,LC-16INSU0115-00030 HYB SEEDS $331500 FUJIAN
2580,LC-16IAC0115-00032 SABIC PP $152955
2582,SINO STATE FARMS CEREALS & COILS CO LTD
2583,GANGKOU (FANGCHENG-GANG) YUANHUI CO LTD
2584,SKILLWELL LIMITED
2585,SHENZHEN DRAGON OCEAN HING CEREALS & OIL SUPPLY LTD
2586,JIANGXI PROVINCE XIANGSIGU RICE AND FOOD CO LTD
2700,HMB PAPER MARKET BR AC (SHOP)
2702,PALAWAN ENTREPRENUERS MULTI-PURPOSE COOPERATIVE
2704,JOMARRO RICEMILL CORPORATION
2433,DISTRIBUTOR SHAN TRADERS
2434,ADJUSTED AP-RECEIVED AGT EXP ORDER
2435,GALINTA IR PARTNERIAI
2436,KHALID USC (PETTY CASH)
2437,DISTRIBUTOR S.N.N. TRADERS
2440,DISTRIBUTOR 3
2441,DIVIDEND PAID
2442,LC/01/030/161 PPD $133155 PMC
2438,DISTRIBUTOR YASIN
2439,DISTRIBUTOR 2
2443,"LC/01/030/169  PPD  $95,782.50  PMC"
2444,"LC/01/030/170 PPD  $31,680.00  PMC"
2445,"LC/01/030/168 PPD  $95,782.50  PMC"
2446,WALID ZEIN
2447,YELLOW PEAS IMPORT/PURCHASE  AC
2448,LC # 1254ULCPUS103315 PMC SABIC $103207.50
2449,LC # LC/01/030/173 PMC PPD $30195
2450,LC # LC/01/030/172 PMC PPD $126480
2451,LC #15INSU0115-00032 MBL RAYONG MDF CO $53311
2452,FRESH COMMODITIES
2453,LC 15IAU0115-00037 ANDRITZ (REFINER PLATE) $19467
2454,EASTBOURNE MARITIME INC
2455,BOPAR ENTERPRISES
2456,HIB AC
2457,DOBELES DZIRNAVNIEKS
2458,FARLEE PTE LTD
2459,AA MIDDLE EAST FZE
2460,MONARDA COMMODITIES
2461,LC/01/030/183 PMC PETROGULF $27472.5
2462,LC/01/030/179 PMC PETROGULF $78927.50
2463,LC/01/030/182 PMC PETROGULF $27101.25
2464,LC/01/030/180 PMC PETROGULF $59647.50
2465,LC/01/030/191 PMC PETROGULF $104940.
2467,LC/01/030/192 PMC PETROGULF $78086.25
2468,LC/01/030/194 PMC PETROGUL $35200
2470,COSMOPOLITAN CHAMPA BROTHERS PVT LTD
2472,DIAFOOD INTERNATIONAL INC
2474,LC-15INSU9001014211 NIB $48029.39 MDF SEGAMAT
2475,LC/01/030/196 PMC $24750 PETROGULF
2477,LC/01/030/197 PMC $108900 PETROGULF
2478,LC/01/030/198 PMC $57667.50 PETROGULG
2480,LC 15INSU9001014805 NIB MDF $52865 SEGAMAT
2481,LC 15INSU9001013287 MDF NIB SEGAMAT
2483,BEIDAHUANG RICE INDUSTRY GROUP INTERNATIONAL RICE INDUSTRY (BEIJING) CO LTD
2485,KARIM TRADING SAL
2486,CHINA RESOURCES NG FUNG CEREALS INDUSTRY CHINA CO LTD
2488,ARABIAN TEXTILE LTD (LOAN)
2489,SHENZHEN CEREALS GROUP CO LTD
2491,LC.15INSU9001015007 EUROP PLSTIC  CALCIUM $12502
2492,LC 15IUNU9001015035 SABIC PMC $303930
2494,AMAC (PVT) LTD
2496,DONGGUAN SHRICECO TRADING CO LTD
2497,SHENZHEN QIANHAI RICHLANDS ETERNAL RICE SUPPLY CHAIN MANAGEMENT CO LTD
2499,DONGGUAN CITY PUBLIC FOOD GRAIN AND OIL FOOD CO LTD
2500,RUSAGRO-SAKHAR LLC
2502,GS WHEAT FLOUR MILL
2503,GUANGDONG SUNNY TRADE CO LTD
2504,OOO VEGAFOOD
2507,FUZHOU HECHENG TRADING CO LTD
2508,LC-15INSU9001015107 MDF $37850 RAYONG
2509,LC#15INSU550501615 MDF $56104 SEGAMAT
2511,HUBEI KONGHONG GRAIN AND OIL FOOD CO LTD
2513,HUNAN GLOBAL (GROUP) CORP
2514,FUZHOU MINJIAN RICE INDUSTRY CO LTD
2516,JIANGXI NG FUNG FOODSTUFFS CO LTD
2518,GUANGZHOU HUAREN GRAIN TRADING CO LTD
2520,GUANGZHOU CHANGTAI COMMERCIAL AND TRADE CO LTD
2522,GUANGDONG YANGCHENG RICE CO LTD
2524,HUSEYIN KARAKAS
2526,"UAB ""CONDITOR"""
2527,PAK PLASTI PACK INSDUSTRIES PVT. LTD.
2529,"UAB ""VISOLA"""
2531,SWEET FA YAN INDUSTRY LIMITED COMPANY
2533,GUANGDONG TAIPUHUI IMPORT & EXPORT CO LTD
2534,GLOBAL PETROLEUM SERVICE
2535,RICH HARVEST HOLDING LTD
2537,ZHEJIANG ZHONGPAN CEREAL AND OIL IMP & EXP CO LTD
2538,SHENZHEN ZHONGTAI RICE CO LTD
2540,SARL TRUST FOOD
2541,SHENZHEN THAI FRAGRANT RICE CO LTD
2543,LC # 15INSU0115-00057 IDQ INC (WOOD CHIPS) $11340
2544,LC # 15INSU0115-00073 EUROPIAN PALSTICS (CALCIUM CARB)
2391,MERSIN SEKER TARIM URUN.DOGAL
2393,GLOBAL ASIA COMMODITY PTE LTD
2395,LLC RICE TRADE
2396,FAYEZ & ABDUL AZIZ ZAKZOUK CO FOR TRADE
2397,SOUTH ASIAN FOOD INC
2399,LC-15INSU9001011918 SEGAMAT MDF $53781.48
2401,ASIA FOOD DISTRIBUTORS INC
2403,K.M. INTERNATIONAL AGENCY
2405,PRIVATE TRADE UNITARY ENTERPRISE ENERGY GROUP
2407,FATEH AL-DARWICH
2408,HN - RECEIVABLE (LAND)
2410,LC/01/030/146 PETROGULF $129480 PMC
2412,LC/01/030/148 PETROGULF $ 63855 PMC
2413,LCU/01/030/150 SABIC $66825 PMC
2415,FAV PLASTICO PRIVATE LIMITED (PP-COLORS)
2416,BIN RASHEED COLORS & CHEMICALS MFG CO (PVT) LTD
2417,MOHAMMED HAMZEH AL JABBAN
2419,LC/01/030/154 PETROGULF $136012.50 PMC
2420,LC/01/030/155 PETROGULF $35392.50 PMC
2421,DISTRIBUTOR SALEEM TRADING CO.
2422,DISTRIBUTOR IRSHAD ALI SONS
2423,EXPERT CHEM (NZ)
2424,WPPF
2425,TND SARL
2426,PDC MBL BANK PAYMENT AC
2427,TRANSFER TO GHAROO PADDY UNIT
2428,SIDDIQSONS DARIES (PVT.) LTD.
2429,FOC - FREE SAMPLES
2430,JM. VEERAPEN LTD
2587,CHANGXIANG FOOD CO LTD
2588,JIANGXI BAISHENG RICE INDUSTRY CO LTD
2280,"LC#14IAC0115-00055 $ 115,458.75"
2281,"LC#14IAC0115-00056 $281,082.50"
2283,MOBIL MASTER BATCH INDUSTRIES
2300,"LC#LC/01/030/97  $2,685,000.00 RUSSIAN OR UKRAINE MILLING WHEAT"
2284,"LIMITED LIABILITY COMPANY ""RODNOJ PRODUCT"""
2285,NATIONAL FOR FOODSTUFF IMPORTS
2286,OFFICE DU COMMERCE DE LA TUNISIE
2287,PT.BUDI MAKMUR PERKASA
2288,SEYCHELLES TRADING COMPANY (STC)
2289,SONERI INTERNATIONAL GENERAL TRADING LLC
2290,ST TRADE EOOD
2291,THE PUBLIC AUTHORITY FOR STORES AND FOOD RESERVE
2292,GITEX CO LTD
2293,FARMTRANS AKCIOVA SPOLECNOST
2294,LC#14INSU0115-00058 (POWER GENRATOR ERU 30000)
2295,LC#14IAC0115-00060
2296,TOOL XPERTS CORPORATE - MDF SPARES
2297,TALC (MESKAY)
2298,"LC#40020002008191  $2,865,000.00 MIDSTAR (SINGAPORE) PTE LTD"
2299,TAUQEER AHMED (LOAN) RECVABLE
2301,"LC#LC/01/030/98  $76,972.50 SUMITOMO POLYPROPYLENE FY4012E"
2302,LOCAL SALES EXPENSES (MUGHAL DEP.MISC)
2314,RAMADA PLAZA
2304,DEEPAK COMMERCIAL BROKERAGE L.L.C (DCB)
2306,CHAMPION FOODS GB
